"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64"
"dolichopterus",-0.0820934178234181,0.119009528032519,0.01119063905946,0.0037789192565231,0.0317419036830728,-0.00255693063790962,0.00049629316686168,-0.000790809766707428,0.032653375830981,0.0211958963663174,0.0253923544745978,0.00479125772750567,-0.0102813105822963,0.0053157541716138,0.000386974628648134,-0.00940555088795654,0.000789630408255725,-0.00101762974795967,0.00427185543036802,0.00367574458393017,-0.00427584621852834,0.0042152393904004,0.00203033598379942,0.0055069805283575,-0.0068225047512449,0.00784326635761082,0.00368718465376848,-0.00254917657256832,-0.00121242918065177,-0.00147116864189711,0.000109891758336108,0.00124410221523951,-0.0030843687173235,0.00198191966581592,-0.000774586146105361,0.00435789816996599,0.000540656630187666,0.00547011619982356,0.000950948210884691,-0.00111792619114847,-0.00269251384736215,0.00555828133894975,0.000806225100174478,0.000830821528639452,-0.0020705333299056,0.000772591930488596,-0.000735029763029391,0.000693503396472899,0.000116270077121073,-0.00169611590024359,0.000650843851938978,-2.71063578921005e-05,-0.00132679949389595,0.000879207444356322,-0.00129579861480835,0.000527380167886771,-0.000666618864831157,2.76204711369625e-05,-0.00143244430274365,7.21294988212016e-05,0.000729199200327972,1.85634508220353e-16,-5.13182986210065e-17,-1.59700768664701e-18
"nebulosus",-0.157671928004908,-0.0302305743010455,0.110138353767341,-0.0332737042295577,-0.0142070239837111,-0.00373624608772217,0.00144354147607619,-0.031819015331566,-0.00775869280896203,-0.00228341516781252,-0.00234686532293608,0.00099990364952643,0.00255180104600238,-0.0009984019643667,0.00709274720014452,-0.00196867991876613,-0.00163314430247247,-0.00223275438573654,-0.00459802485453157,0.00371709385925306,0.00451418016448645,0.00335132718220002,0.00136486926317888,0.00155904015063941,-0.00241826461867993,0.00161592416674683,0.00172223611748884,-0.00148019632185574,-0.00251376149705204,-0.00334826571694052,0.000887751895434321,0.00235921117651864,-0.000773148705326253,-0.00154904328804486,-0.00183801215211626,-0.000857941782458199,-0.00213575712416508,-0.000524086281677893,0.00140236854395882,-0.000224345539090976,0.00119786677033554,0.00106358916310946,-0.000840151440280047,0.000253739732161639,-0.00241874547677973,0.000882116483260663,0.000908185043405442,-0.0012519592789028,-0.0012445159420788,0.000147507219520522,0.00142331507250581,0.00082575826655925,0.000767431191751979,-0.000241161625106739,-3.24225939878892e-05,-0.000518440153964234,0.00156841751291266,0.000597814399916576,0.000249387508882175,0.000181572798486077,0.000507450909908009,-3.49928652698931e-18,5.3602704627004e-17,1.27802497436699e-17
"olivaris",0.324678413918628,0.110601047415162,-0.0658429952055027,-0.0442219393389187,0.017537173867814,-0.0268873631570825,-0.00453461443047904,0.00787397033922499,-0.0185228468395606,-0.0173110093752119,0.00371681836239311,-0.00207405209650689,-0.00450668895796006,0.0124210123528233,0.00377755285050019,0.00101811919696033,-0.00513851775334937,-0.00714793664218223,0.00900704778098532,0.0107309158605396,-0.0019583825651696,0.000717065041975736,0.00836010299123655,0.00223910259229157,-0.00714051759291681,-0.0039860933689009,0.00151738597057819,0.00182132118836131,-0.00488360286685075,0.00336538702442702,-0.00115381181913136,-0.00344102569964199,0.00262253552620642,0.00144101631567607,-0.000718283119265984,0.00309037661398248,0.00244872754002633,0.00128123472175705,0.000974712482077973,0.0034435271054672,0.000783497118268552,0.00181082291806302,4.90241774384999e-05,-0.000671881194442543,0.000545450245239488,-0.00149453117296771,-0.0011964104972927,-0.000493092255055278,0.000666397704141884,0.000507171710839307,-0.000213744802316587,7.74779380618081e-05,-0.00190257766693141,0.000806608062246055,-0.000202287195358527,0.000578296078590754,-0.00174569468532871,-0.00102307332198478,-0.00072824613584992,0.000492938442460903,-0.000147832847514498,3.32414023516685e-18,-4.20915902841911e-17,-6.03086191739644e-18
"semifasciatus",0.0159196523993361,-0.0829938651149447,0.00155512768757833,-0.00386947841649574,0.000358637093146341,0.0202754548040053,-0.00286027667472759,0.0121725356534942,-0.00842754398301914,-0.00170811803973459,-0.00549920791549301,-0.00438978591603411,-0.00166082046359692,-0.00414124185773881,-0.0042474572497493,-0.00165866846160805,0.000168825512281066,0.0049011155726885,-0.00624351468767428,-0.00315287126762863,-0.00418776159453775,-0.000653106632015218,0.00144816738959483,0.000481064577980286,0.00473085446737863,0.00229746294944968,-0.00209373261162545,0.00108477492066397,-0.000425719973000731,-0.000508088850033464,-0.000605108566656231,-0.00026032167488408,-0.000914899405911932,-0.00144147659252855,0.00144257639716982,-0.00193915613834948,-0.00229056599583021,0.00247140088404637,0.00117389219490119,-0.00165043949067504,0.000615153655164877,1.55241858776308e-05,-0.000272844137376753,-0.00106313895838522,0.000965866361475748,-0.000743241381630149,-0.000119091152274148,-0.000152753710691183,-0.000254532525898658,0.000430522587425494,-0.000271774535868667,-3.32488450413537e-05,0.000415802187777432,0.000377262411913468,-0.000339826623903923,-8.65788237355654e-06,0.000766917375921846,0.000453840611262641,-7.75034795908275e-05,-0.00043488878743927,0.000329978996470293,-5.51201899898624e-17,5.19350344259133e-17,-3.40946300337928e-18
"kisutch",-0.0753752995510981,-0.0592436427952284,0.013464045096746,-0.00770228485389243,-0.0041480631638081,0.00396591028464296,-0.0157529259754776,0.0171119403880542,-0.0106231331091631,-0.00624870264925162,-3.23464071831501e-05,0.0117738507987951,-0.00174809371175373,-0.00868742907895125,-0.00276075845824748,-0.0055875862402504,0.0011765201020747,-0.0013432241424958,-0.00257837456104647,-0.000965585871283855,0.00034490116935916,-0.00382648093740289,-0.000290801390252376,0.000403126986125669,-0.000791943751318207,0.000535678475215146,-0.000949176589758484,-0.00234600742332749,-0.00044289902232778,0.000844121728667776,-0.00279760864397472,-0.00353399438204734,0.00205189191079736,-0.00106192582729277,-0.000625867120779279,0.000356314866102307,0.00350556775450565,-0.000348721112924046,-4.9006539982792e-05,7.34144631097969e-05,-0.00109879789525667,0.000660738440639643,5.12779682940289e-05,-0.000162734798643127,1.21681840328546e-05,-0.000728827960466921,-0.000872536813762271,0.000238225457460597,0.000330322835026557,-0.000516798037396407,0.000812075123460572,-1.36586612675909e-05,-3.09316906887026e-05,-0.000202088138719817,-0.000146347042461592,-0.000874492911740408,-0.000262925737249871,0.000330558674076598,-0.000269697609021683,-4.63505272066161e-05,-0.000105462748393111,-4.09640496651596e-17,4.79628526910859e-17,6.28246205215459e-19
"microdon",-0.221681948847901,-0.0141600138977878,0.0305365964210367,-0.0126519847890963,0.0216518705967806,-0.0108355491069138,0.00675119631044292,-0.00138487307190196,0.00143458813324039,-3.95650495756672e-05,0.00474518364997423,0.00199162540172689,-0.00166029586179809,-0.00332260096447948,-0.00314183066000504,-0.0015141360514475,-0.00134596301948588,-0.00119652186363375,0.00148468202636591,-0.000406708389342445,0.00333220905909111,-0.000932079043035944,-0.00231204763659755,0.00198977020100904,-0.00140809836168445,-0.00154143124258223,0.0034424833468944,-0.000988464429710009,0.00106653735202328,8.61178933710181e-05,-0.000169869357215836,0.000569432715302516,-3.0235461202028e-05,0.00150022976815554,-0.000552738300201557,0.00116551732464718,0.000383989336903061,-0.000939655013973239,-8.2350782130354e-06,0.00013989211462838,-0.000503379641496567,0.000335121968957428,0.000361445011735826,0.000592529819570575,-0.00109524896653757,-0.0002454638823876,0.000706757992212515,6.26356535022783e-05,-0.000126288497380815,-0.000290118311058651,0.000161582730296003,0.000252567709252645,0.000153470063624718,-0.00013228931743238,-0.000133985302864204,-0.000256062057616123,0.000166946494806999,-9.74773532745081e-05,4.96457466107759e-05,7.27369455828876e-05,1.50132168648765e-05,-4.0041358549318e-17,1.24788251598704e-16,8.07699292906603e-18
"foetens",-0.269850311352924,-0.003991988239694,0.0453651184083583,-0.0185715655992886,0.00920902073518648,-0.00467999589407551,-0.0015873670987132,-0.0115798292466234,-0.0222149136407371,-0.0104870991436048,0.000197606745251633,-0.00985905590010892,0.00409605121908359,-0.00893211485562039,0.00600515981199104,-0.00686008101996836,-0.00280760025983891,0.00101374431601177,0.00166193858600328,-0.00346432913234717,-0.000540733296136626,-0.00186552239953604,-0.00241904673562781,0.00356419324762127,0.00478744225204515,-0.00168803594788024,-0.00181782854053107,-0.000684042590846138,0.00301560538505326,0.00162106310336657,0.00248320467142218,0.00185575112499786,0.00066498680827013,0.00124408566617019,0.000925330276487362,0.000214563298665879,0.000112736764463734,-0.0011568096390999,0.00037875800943065,-0.000780736373565176,0.00178097257209096,-0.000594303778349287,0.00018778380493866,0.00113128631326338,-0.0011339243812681,-0.00081942302805637,0.000693611529746001,4.63522468369385e-05,-0.000117903897856584,5.97986795896185e-05,0.000133370342312219,-6.41653657070501e-05,-0.000377763675443336,0.00024130609320945,-2.47111212353629e-05,0.00059406299929276,0.00011189818495883,-0.000334571781420217,0.000148279824519624,0.000128745814701345,-9.75991302195702e-05,-2.77336945033938e-16,9.08975400797277e-17,1.33493901606715e-17
"truculenta",-0.210103555032596,-0.0346113512767065,0.0199509401916427,-0.0226889082052726,0.00513512050857181,0.00415369941329445,0.00459490320755527,0.0126175584665651,0.00236209804895769,-0.00716722297591627,0.00645988836686042,-0.00321779149031391,-0.00325594593628297,-0.00809384973432336,-0.00870202456271562,0.00577025645685236,-0.00197645423893591,0.000747809412413168,0.00250820814916718,0.00129074945651647,-0.0011228264105864,-0.00253747661300466,-0.00577329824475061,-0.00194840946838635,-0.00104473006162211,-0.00292718671314014,0.00421911885817667,0.000926445796758678,0.00250625728780099,0.00114760408784489,-0.00084846145653226,0.000887000067110167,0.000585457586529691,0.00326401458754602,-0.00113307111517928,0.00151370856354841,0.00135475249276137,-0.00035234823355731,-0.000155175476019532,0.00117474245654131,-0.00121222162293145,0.00131802962461984,0.000329011233079349,0.000401045871635577,-0.000711617296116743,-0.000272120932399916,0.000425611576446992,0.000372774116285359,-0.000617816761942266,-0.00041616682012089,0.000464144215296238,-0.000324616319236342,0.000471034555404232,-0.000368391714319487,-0.000602125688289346,-6.63360818561222e-05,-0.000391414978886925,-2.24688192542681e-05,-4.37600627013754e-05,0.00022160032137874,-0.000173041267425966,-1.57670958621963e-16,5.65824948288661e-17,5.17046969863422e-18
"affinis",0.171611168153083,-0.0773891713319251,-0.0461747156401971,0.00647129255624534,-0.00362749833054179,0.01602355062379,0.0583994951365144,0.0118728485304574,0.0091131975261906,0.0041603888304736,-0.00151622155568887,0.0111885940415308,0.03338489198238,0.00378093290700697,0.00973887958027391,-0.00702433455701743,-0.00163000566659146,0.00332292611115391,0.00363471724556791,-0.00275573414856011,0.000919897238329858,-0.00215105221683351,0.00115952868743489,0.00339236480023689,0.00732457285896435,0.0022376162371359,-0.00369397986449513,0.00122351192716167,0.00209425780950133,0.00178980440751316,0.00396416143998455,0.000917949531143546,0.000526240090370219,0.000330241727450702,-5.7910997659038e-05,0.00517615633441024,0.00136212627064798,0.000313832672010663,7.34419182766181e-05,-0.00128850799183183,-0.00085275213278482,0.000852570968302006,0.00113783567653017,-0.000188785625308671,0.00189483605330098,0.000902986405776207,0.000986810675938092,-0.000551494477814709,-6.56298320663447e-05,0.00186137105260516,0.00227027391688007,0.00121123825643021,6.33237119764997e-06,0.00108153621606741,0.00132880425942803,-0.000190773081517046,-0.0017053134668996,-0.00024243050033165,0.00012774506957851,-0.000178525008946445,0.000295139701927262,-9.09673339268341e-17,7.36602018046184e-19,-3.21924964359456e-18
"advena",-0.150417424915418,-0.0575270995692956,-0.00533432916381581,-0.00118430429642955,0.0269855973945229,-0.0168640322408582,-0.00897115793171699,-0.00181069238070559,-0.00676953253534321,-0.00635845457313745,0.00291123644288993,0.00479788330923854,0.000571038767077965,-0.0066373162721468,-0.00144463803477187,-0.0034418146726148,0.00384663941297471,-0.00139855193128252,-0.00169507970546401,0.00135319355649021,0.00271419080046425,-0.00289179499557937,0.00028390271111903,0.000404771956844853,0.000614374795130096,0.000447147541911464,0.000399622586820336,0.000505319342738265,-0.00173215105546034,5.72300561826372e-05,-0.000544869816290533,-0.00248611683982602,0.000878285586313174,0.000211483601680815,-0.000122090158591483,-0.000519809833662652,0.00139799778787684,-0.000501589610535259,-2.6938773496696e-05,0.000315655183901183,-0.000306514454500066,-0.000236353976964307,9.11843425280506e-05,0.000209236021291776,0.000347094422471156,-0.000150694821149449,0.000588069625099911,-0.000843196187192436,0.00079586953996606,-0.000699607691159993,0.000941161385793512,-0.000115037736167735,-0.000544553014747144,0.00019472577108309,0.000386290162580129,8.70589607947224e-06,0.000107190717535295,-0.000262636021943591,-3.91346912526039e-05,6.31090838067033e-05,-0.000275768752790111,1.63813301561702e-16,-8.88660859546373e-17,3.50851793782838e-18
"proximum",-0.399143639116568,0.0725842082381292,0.0434367201235589,0.0123283288426543,0.00382733465010892,-0.0206490007127199,0.00469571277416246,0.00532275489976177,0.00292069563038709,-0.00976351096795308,-0.000137072576859638,0.00994487544555794,-0.000437699229856919,0.00695178782793261,0.003243116743017,-0.00530263554579759,0.00165630165903763,0.0045904811610733,0.00375985951331455,-0.00790566553238093,0.00466337298488075,-0.00269310404919384,-0.00299437703337597,0.00156527469897621,0.00165842733989884,-0.00129663466738269,0.00316801137557371,-3.77022890687449e-05,-0.000698435329310795,0.000222524090821023,0.000984596388518462,0.00100939626421488,0.000617153815698641,-0.00195128601186379,-0.000654701030257995,0.00233227206459386,-0.00108661800191422,0.000424710670652777,-8.61656059560448e-05,-0.000820298788939305,0.00141807787950408,0.000500702728605962,-0.000456203678687413,0.00163374076352064,0.00217532750990432,0.00121883430374898,0.000105824655589334,-0.000177370692864465,0.000228544951652024,-0.00049474044375963,-0.00140729647071171,-0.000245137322553008,-8.29470730928162e-05,0.000186023765574946,-8.5767802784792e-05,0.00102665783424484,0.000451020848271275,1.4178022553157e-05,-0.000293616509993571,3.7262036997048e-05,-0.000131542905398073,1.53912119915104e-16,-1.61312716688841e-17,8.4351615353604e-18
