"","V1","V2","V3","V4","V5","V6","V7"
"37",37,-175.760632395628,0.144675314582453,-0.0656099011183292,-706.515393101176,-0.0179754415692108,0.00960001613387629
"38",38,-208.579019458611,0.133060247498028,-0.0684239740613874,-706.169622725828,-0.0178076504491309,0.0101814507644222
"39",39,-207.633507195513,0.132437694447586,-0.0676832303784445,-704.635595085204,-0.0178648239869959,0.0101814209489692
"40",40,-205.423174030905,0.139380063453253,-0.065291438494962,-704.148491518424,-0.0182284652848772,0.0100606004910994
"41",41,-195.945040595546,0.142631877744765,-0.0578344284040234,-697.801867327938,-0.0175263040802155,0.0093322235347057
"42",42,-200.206989289054,0.137932512734788,-0.0596739673799061,-703.369501004728,-0.0180731563796036,0.00998892302505668
"43",43,-196.498460927643,0.142421214224528,-0.0573346761671425,-693.352490949229,-0.0168318729333529,0.00808889191538035
"44",44,-205.798058885826,0.133441384697042,-0.0663996194936938,-706.789773608251,-0.0180330379417472,0.0101565020627392
"45",45,-207.279259981882,0.134872261666855,-0.0670840047523916,-693.39649975549,-0.0166560778952922,0.00820392120718023
"46",46,-207.825758876187,0.134595056000077,-0.068263189009314,-705.918168136869,-0.0180602569923071,0.0101334731289038
"47",47,-208.447481814437,0.133558654568459,-0.0674327889138394,-706.825204458462,-0.018135897799782,0.00980688488950227
"48",48,-204.282988289782,0.136904941542418,-0.0657979507360433,-705.815259403561,-0.0181320565046627,0.0100141360404465
"49",49,-206.651531944545,0.134760794804233,-0.0645712069702518,-703.896927006922,-0.0180088928726262,0.00976009823105252
"50",50,-204.269036194141,0.136886729315927,-0.0625304254338198,-707.003101260312,-0.0179567703306548,0.00987428803394342
"51",51,-161.432601884931,0.146304830268486,-0.0748921516279262,-707.574843141678,-0.0179533396556359,0.00963922710421385
"52",52,-192.817554249923,0.144682471325556,-0.0582766106606484,-697.327754691322,-0.0175504104678057,0.00941563515696455
"53",53,-196.797306059006,0.140633635907714,-0.0579282213871767,-707.49008928354,-0.0180111571745744,0.0101508188775223
"54",54,-205.429470764882,0.133345594190428,-0.0661304199219478,-705.403491362899,-0.0180658032846255,0.010292706807088
"55",55,-206.551696650569,0.132202415433328,-0.0684952263354938,-706.534377089928,-0.0180604613443432,0.0102602885003037
"56",56,-170.110817247425,0.143324006155253,-0.0685253819546219,-707.627486795884,-0.0180049874902132,0.00992520520406078
"57",57,-208.747132272852,0.132874989607498,-0.0637577417005351,-704.025880465939,-0.0179703291366141,0.00957014925530169
"58",58,-174.684837234499,0.144530463587273,-0.0647736050075533,-705.257617119419,-0.0182246415615588,0.0101539366392532
"59",59,-208.741527488359,0.13384157196245,-0.0685447883057346,-706.279748690142,-0.0180266555839476,0.0102182656517629
"60",60,-207.792120203521,0.136104085926415,-0.0655211686798527,-692.736108705298,-0.016656619242337,0.00835110962401456
"61",61,-174.911478143911,0.1435945832886,-0.065923506045665,-708.028282394739,-0.0180662612700481,0.0100143560532806
"62",62,-208.054610959839,0.13405546023687,-0.0666247857061387,-704.938695395147,-0.0177794507010313,0.00957268497711621
"63",63,-207.058815587631,0.134411058921668,-0.0669807676284291,-703.121340673708,-0.0179105108002702,0.00995290738595533
"64",64,-206.605307284512,0.13375403547307,-0.0672829804055917,-706.202187347042,-0.0181531138904255,0.0106852261113391
"65",65,-194.25222619356,0.141982260464099,-0.057996151720348,-708.936458252281,-0.0180263896624435,0.0105576792773604
"66",66,-206.710205370518,0.132190216355694,-0.0676550577051102,-705.764519577538,-0.0179687469618248,0.0101184913684513
"67",67,-207.364073692105,0.136378071371508,-0.0631755792989614,-699.602033767434,-0.0176218640584325,0.00916460396268146
"68",68,-210.612112899991,0.134884352017716,-0.0649391327600289,-693.136350975479,-0.0166810520301112,0.00835101363793003
"69",69,-207.899449778298,0.131761064371228,-0.0678699454387114,-704.099656289874,-0.0175869128823534,0.010343074836954
"70",70,-197.061341493257,0.141524639094422,-0.0585851008805253,-707.796554255531,-0.0180430326481927,0.0105260991949763
"71",71,-203.088576361505,0.137826309784954,-0.061183521540727,-697.164820625875,-0.0175874713780932,0.00942435837970385
"72",72,-205.549249741613,0.135473923835604,-0.0663353701027132,-705.482168240299,-0.017954750619239,0.0103090256384877
"73",73,-199.285572981871,0.140765842440106,-0.0589539597772601,-701.633872885471,-0.017795544786422,0.00956011065465213
